year,Casualty_ratio
2010,1.125
2010,1.25
2010,1.2
2010,1.3333333333333333
2010,3.0
2010,2.5
2010,2.25
2010,1.5
2010,1.25
2004,2.5
2010,3.5
2010,4.0
2011,1.5
2010,2.0
2006,4.0
2006,1.6
2006,2.0
2010,2.857142857142857
2010,5.0
2010,2.0
2011,1.1666666666666667
2003,1.4
2004,3.1724137931034484
2004,2.0
2004,2.0
2004,1.25
2004,2.0
2004,1.0833333333333333
2008,1.1111111111111112
2005,1.25
2009,0.75
2006,1.25
2010,1.7142857142857142
2006,1.4878048780487805
2008,2.4
2006,1.3333333333333333
2007,2.5
2007,2.2222222222222223
2007,1.7
2007,2.25
2007,2.0
2008,1.75
2008,2.4
2008,1.25
2008,1.3333333333333333
2009,1.6666666666666667
2008,1.0909090909090908
2008,1.2
2009,1.25
2009,1.4
2009,1.7142857142857142
2009,1.1666666666666667
2009,1.8571428571428572
2009,1.1538461538461537
2009,1.3333333333333333
2009,8.0
2009,9.0
2009,1.3333333333333333
2009,1.4285714285714286
2009,2.3333333333333335
2009,1.3333333333333333
2009,1.4
2009,2.6666666666666665
2009,1.3333333333333333
2009,1.0666666666666667
2010,1.5
2010,2.0
2010,1.3333333333333333
2010,2.1666666666666665
2010,1.6
2010,1.5
2010,2.0
2010,2.0
2010,1.75
2010,1.25
2011,1.75
2010,1.5
2010,1.25
2010,1.3333333333333333
2010,1.3333333333333333
2010,1.5
2004,1.3333333333333333
2010,2.0
2012,1.5
2012,2.0
2012,2.0
2012,1.3333333333333333
2012,1.3333333333333333
2012,1.6
2012,1.3333333333333333
2012,2.0
2012,2.0
2012,1.875
2012,2.0
2012,1.3333333333333333
2012,1.5
2012,1.3333333333333333
2012,2.3333333333333335
2012,1.5555555555555556
2012,1.75
2012,1.25
2012,1.5
2012,5.0
2012,3.5
2012,4.0
2012,1.5
2012,2.5
2012,1.625
2008,1.2
2008,1.8333333333333333
2008,1.25
2009,1.7222222222222223
2009,1.25
2009,1.2222222222222223
2009,9.0
2009,3.0
2009,1.3833333333333333
2009,6.666666666666667
2009,3.0
2011,1.5
2010,1.6666666666666667
2010,1.6666666666666667
2010,1.5
2004,2.0
2004,2.0
2004,1.5
2004,1.5
2009,4.0
2004,1.5
2008,0.6666666666666666
2010,3.0
2010,2.0
2010,2.0
2010,3.0
2010,3.0
2012,1.5
2008,1.5
2009,0.75
2012,0.6666666666666666
2009,1.5
2012,1.5
2009,0.6666666666666666
2008,1.5
2013,1.0344827586206897
2010,1.1428571428571428
2009,1.2
2010,1.5
2010,0.6666666666666666
2010,1.2
2013,1.1666666666666667
2013,0.8571428571428571
2009,2.0
2009,0.5
2009,1.2
2009,2.0
2010,2.0
2010,0.5
2009,1.3333333333333333
2012,1.1666666666666667
2009,2.0
2012,0.6666666666666666
2009,0.8
2009,0.5
2009,2.0
2014,1.1428571428571428
2012,1.125
2009,1.3333333333333333
2008,2.0
2008,0.5
2008,2.0
2008,2.0
2008,0.5
2009,2.0
2009,1.1428571428571428
2008,2.0
2008,0.5
2008,0.5
2008,0.5
2008,2.0
2008,0.5
2008,2.0
2008,2.0
2008,2.0
2008,1.3333333333333333
2008,0.75
2010,2.0
2010,0.5
2008,1.3333333333333333
2008,0.75
2008,1.5
2008,0.6666666666666666
2008,1.5
2008,0.6666666666666666
2008,1.2
2008,0.8333333333333334
2010,1.1428571428571428
2008,2.0
2008,0.5
2009,2.0
2008,1.5
2008,1.5
2008,2.0
2008,1.25
2008,0.8
2010,0.8333333333333334
2010,1.2
2010,1.2
2008,2.0
2008,0.5
2008,2.0
2008,2.0
2008,2.0
2008,2.0
2008,2.0
2008,0.5
2009,1.2
2014,1.5
2014,1.5
2014,1.1428571428571428
2014,0.8
2014,0.8571428571428571
2009,1.0625
2009,1.0714285714285714
2009,0.9333333333333333
2014,0.6666666666666666
2007,2.875
2011,2.0
2011,0.8888888888888888
2011,0.5
2011,0.8
2011,1.25
2011,1.25
2008,1.25
2011,2.0
2010,1.5
2010,2.0
2010,2.0
2010,0.5
2010,0.5
2011,2.0
2011,2.0
2011,0.5
2010,0.75
2010,0.6666666666666666
2010,1.5
2010,1.5
2014,1.1666666666666667
2014,0.8571428571428571
2014,1.1111111111111112
2010,4.0
2010,3.2857142857142856
2009,1.1
2010,1.3333333333333333
2010,1.3333333333333333
2010,0.75
2010,0.8
2010,1.25
2010,0.8
2010,1.2
2010,1.2
2010,1.3333333333333333
2010,1.0909090909090908
2010,1.3333333333333333
2010,0.75
2010,1.1428571428571428
2010,3.0
2009,1.5
2009,0.6666666666666666
2010,1.1428571428571428
2012,1.3333333333333333
2010,1.0769230769230769
2010,0.9285714285714286
2010,0.5
2012,0.75
2009,0.5
2009,0.5
2009,0.5
2009,2.0
2009,2.0
2009,2.0
2009,2.0
2010,0.875
2010,1.1428571428571428
2010,2.0
2010,0.5
2007,1.125
2007,1.125
2007,1.25
2007,1.105263157894737
2009,1.125
2015,1.1666666666666667
2015,1.0833333333333333
2015,2.0
2015,2.0
2015,1.1666666666666667
2015,1.0930232558139534
2015,1.0666666666666667
2015,0.9230769230769231
2015,1.0833333333333333
2015,1.15
2015,1.75
2015,0.8888888888888888
2015,0.9090909090909091
2015,1.1
2015,1.0476190476190477
2015,2.6666666666666665
2015,1.125
2009,23.5
2010,1.0714285714285714
2010,1.7333333333333334
2010,1.1777777777777778
2012,0.8571428571428571
2010,0.875
2010,0.875
2010,1.4285714285714286
2010,2.5
2010,0.6666666666666666
2012,4.0
2010,0.95
2010,1.1666666666666667
2010,1.3
2010,0.9090909090909091
2010,3.0
2007,23.0
2010,2.0
2010,0.8
2010,0.6666666666666666
2010,0.875
2012,0.75
2007,1.0833333333333333
2012,1.8
2012,0.8888888888888888
2010,1.2222222222222223
2010,1.7142857142857142
2010,1.1111111111111112
2010,3.125
2010,1.1
2010,1.2
2011,1.5
2011,0.75
2012,0.75
2010,1.1666666666666667
2010,0.875
2010,1.3076923076923077
2010,0.75
2009,0.8
2007,2.5
1995,1.5
1995,1.2307692307692308
2010,1.25
1999,1.0625
2002,2.0
2006,2.0
2007,10.0
2007,1.0588235294117647
2007,1.1555555555555554
2007,2.7777777777777777
2007,1.44
2007,1.7727272727272727
2007,1.22
2007,1.1578947368421053
2007,2.6
2007,1.3448275862068966
2007,0.8888888888888888
2007,1.1875
2007,0.8
2007,1.3333333333333333
2007,1.4285714285714286
2007,2.875
2008,1.3333333333333333
2008,4.333333333333333
2008,2.611111111111111
2008,3.0
2008,1.2
2008,6.0
2007,1.1428571428571428
2008,1.25
2008,1.5
2008,1.5
2010,1.3636363636363635
2010,0.8333333333333334
2010,1.6
2010,1.0769230769230769
2009,0.5
2007,2.588235294117647
2010,0.5
2010,1.05
2009,1.25
2009,0.5
2009,0.875
2009,0.5
2009,0.5
2009,1.1
2009,0.5
1996,1.5
1998,2.0
1998,2.0
2002,1.2727272727272727
2012,0.8333333333333334
2008,3.3333333333333335
2008,4.2
2009,1.6153846153846154
2010,0.6666666666666666
2011,1.375
2011,1.3333333333333333
2011,1.0769230769230769
2009,0.8333333333333334
2009,1.1818181818181819
2013,1.56
2010,1.3333333333333333
2010,2.0
2009,1.125
2005,2.4
2010,1.1428571428571428
2008,3.0
2008,2.5
2010,2.4
2008,1.411764705882353
2010,2.0
2009,1.25
2009,1.1111111111111112
2005,1.59375
2009,1.8
2011,1.3333333333333333
2015,1.1666666666666667
2015,0.9230769230769231
2010,0.6666666666666666
2010,1.5
2010,1.5
2010,1.5
2009,0.5
2005,5.0
2005,1.875
2011,1.8
2009,1.5
2004,1.1428571428571428
2012,0.9090909090909091
2012,3.2857142857142856
2012,3.0
2010,1.5
2010,1.0909090909090908
2010,1.25
2010,0.5
2010,2.0
2003,1.1111111111111112
2004,1.3333333333333333
2010,2.0
2010,1.3
2012,0.875
2010,1.25
2010,1.1
2010,1.2
2010,1.4166666666666667
2010,1.225
2010,1.1666666666666667
2010,1.3333333333333333
2012,1.2
2008,1.5
2008,1.375
2008,2.3333333333333335
2008,1.6
2008,1.5
2008,2.375
2008,1.25
2010,1.5384615384615385
2008,1.7692307692307692
2008,1.125
2008,1.3636363636363635
2008,1.5555555555555556
2008,3.2
2008,1.5
2008,1.2777777777777777
2008,1.0769230769230769
2008,1.3333333333333333
2010,1.8
2008,2.5454545454545454
2008,1.2857142857142858
2008,1.4864864864864864
2008,2.317073170731707
2008,2.3
2010,1.2
2008,1.5
2008,0.6666666666666666
2008,1.0285714285714285
2010,0.8333333333333334
2008,1.4166666666666667
2008,5.363636363636363
2008,1.6
2008,1.6666666666666667
2008,1.2
2010,0.6666666666666666
2008,2.0
2008,1.4615384615384615
2010,4.0
2008,2.0
2008,1.0731707317073171
2008,6.0
2008,1.6666666666666667
2008,1.1111111111111112
2009,0.6666666666666666
2008,0.5
2010,1.125
2008,1.25
2008,0.5
2008,7.0
2009,1.6
2009,0.75
2010,1.3333333333333333
2010,1.24
2010,1.5
2008,0.5
2009,2.0
2008,1.2
2008,1.1428571428571428
2008,1.1666666666666667
2008,36.0
2009,1.6666666666666667
2009,3.0
2009,1.1666666666666667
2009,2.2857142857142856
2009,10.0
2009,1.6666666666666667
2009,1.5
2009,3.3333333333333335
2009,0.8888888888888888
2009,1.3333333333333333
2009,1.2
2009,3.0
2009,1.1666666666666667
2009,1.2222222222222223
2009,1.4444444444444444
2009,1.4
2009,1.1428571428571428
2009,4.0
2009,1.375
2009,0.5
2009,1.375
2009,1.2857142857142858
2009,10.0
2009,0.9411764705882353
2009,24.0
2009,0.8333333333333334
2009,1.6
2009,5.0
2009,1.1111111111111112
2009,0.9090909090909091
2009,0.6666666666666666
2009,7.5
2009,1.25
2009,1.6
2009,0.5
2009,1.0909090909090908
2009,1.1111111111111112
2009,1.1666666666666667
2009,0.8333333333333334
2010,1.1595744680851063
2010,1.25
2010,1.1818181818181819
2010,1.7
2010,1.3333333333333333
2010,1.3333333333333333
2010,1.1515151515151516
2010,1.4545454545454546
2010,1.441860465116279
2010,2.25
2010,3.0
2010,1.3333333333333333
2010,1.0952380952380953
2010,3.0
2010,2.0
2010,1.8461538461538463
2010,1.5
2010,4.1
2010,1.3
2010,1.2666666666666666
2010,2.625
2010,1.6
2010,1.375
2010,1.7857142857142858
2010,1.1428571428571428
2010,2.1052631578947367
2010,1.5238095238095237
2010,1.25
2010,5.25
2010,2.6666666666666665
2010,1.5
2010,7.75
2010,1.2142857142857142
2010,1.72
2010,1.1111111111111112
2010,1.2941176470588236
2010,1.0769230769230769
2010,1.4285714285714286
2010,1.1666666666666667
2010,8.5
2010,1.4393939393939394
2010,1.3333333333333333
2010,0.6666666666666666
2010,1.2380952380952381
2010,1.2962962962962963
2010,1.0465116279069768
2011,1.5
2011,1.6
2011,0.8
2011,1.2777777777777777
2011,1.1111111111111112
2011,1.3333333333333333
2011,1.25
2011,1.5
2011,1.125
2011,0.5
2011,1.125
2011,2.4166666666666665
2011,1.5
2011,1.5
2011,2.0
2011,2.0
2011,5.0
2011,15.0
2011,2.0
2011,0.5
2011,1.6666666666666667
2011,2.0
2011,1.173913043478261
2011,1.1578947368421053
2011,1.1153846153846154
2011,2.0
2011,20.0
2011,1.1666666666666667
2011,1.4761904761904763
2011,2.0
2012,1.1612903225806452
2012,1.105263157894737
2012,2.3333333333333335
2012,4.333333333333333
2010,1.125
2010,1.5348837209302326
2010,1.75
2010,2.75
2011,1.5238095238095237
2010,1.2
2010,1.6666666666666667
2010,2.5
2010,5.666666666666667
2010,1.3076923076923077
2010,1.2857142857142858
2010,1.3333333333333333
2010,1.0434782608695652
2010,1.375
2010,0.875
2009,2.0
2008,1.25
2004,4.25
2003,3.3333333333333335
2009,9.166666666666666
2009,8.0
2009,0.5
2013,1.09375
2013,0.9666666666666667
2013,14.0
2010,1.1
2010,1.5
2009,1.25
2009,1.3333333333333333
2010,1.25
2010,1.1428571428571428
2010,1.25
2010,0.8
2010,1.0526315789473684
2010,1.5
2010,1.5
2012,1.3333333333333333
2012,1.1
2012,1.3333333333333333
2012,1.1428571428571428
2012,1.2
2010,1.75
2010,2.3333333333333335
2009,1.375
2009,1.25
2009,2.0
2009,2.0
2009,0.8
2009,1.25
2012,0.8333333333333334
2013,0.75
2009,0.8888888888888888
2009,1.5
2010,1.25
2009,1.5
2009,0.6666666666666666
2010,1.3333333333333333
2010,0.75
2013,1.3333333333333333
2010,1.5
2010,0.6666666666666666
2009,1.25
2009,1.25
2009,0.8
2009,0.8
2009,2.0
2009,2.0
2010,1.2
2010,0.8333333333333334
2010,0.5
2012,2.0
2008,1.8
2008,2.7777777777777777
2008,1.4705882352941178
2008,1.1666666666666667
2008,2.0
2008,1.2857142857142858
2008,1.2307692307692308
2014,0.875
2014,1.0714285714285714
2014,2.0
2014,0.9
2014,0.6666666666666666
2014,0.875
2014,1.1666666666666667
2014,1.25
2014,0.6666666666666666
2014,1.625
2014,1.5
2014,1.25
2014,2.0
